instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
117324039,458297,LEADMINI25OCTFUT,LEADMINI,0,10/31/2025,0,0.05,1,FUT,MCX-FUT,MCX
116699399,455857,MCXBULLDEX25JULFUT,MCXBULLDEX,0,7/25/2025,0,1,1,FUT,MCX-FUT,MCX
117218567,457885,MCXBULLDEX25AUGFUT,MCXBULLDEX,0,8/27/2025,0,1,1,FUT,MCX-FUT,MCX
118466823,462761,MCXBULLDEX25SEPFUT,MCXBULLDEX,0,9/23/2025,0,1,1,FUT,MCX-FUT,MCX
116430087,454805,MCXMETLDEX25JULFUT,MCXMETLDEX,0,7/24/2025,0,1,1,FUT,MCX-FUT,MCX
117122823,457511,MCXMETLDEX25AUGFUT,MCXMETLDEX,0,8/22/2025,0,1,1,FUT,MCX-FUT,MCX
117576199,459282,MCXMETLDEX25SEPFUT,MCXMETLDEX,0,9/23/2025,0,1,1,FUT,MCX-FUT,MCX
114300167,446485,MENTHAOIL25JUNFUT,MENTHAOIL,0,6/30/2025,0,0.1,1,FUT,MCX-FUT,MCX
114729991,448164,MENTHAOIL25JULFUT,MENTHAOIL,0,7/31/2025,0,0.1,1,FUT,MCX-FUT,MCX
115367943,450656,MENTHAOIL25AUGFUT,MENTHAOIL,0,8/29/2025,0,0.1,1,FUT,MCX-FUT,MCX
115930887,452855,MENTHAOIL25SEPFUT,MENTHAOIL,0,9/30/2025,0,0.1,1,FUT,MCX-FUT,MCX
117011975,457078,MENTHAOIL25OCTFUT,MENTHAOIL,0,10/31/2025,0,0.1,1,FUT,MCX-FUT,MCX
117326599,458307,MENTHAOIL25NOVFUT,MENTHAOIL,0,11/28/2025,0,0.1,1,FUT,MCX-FUT,MCX
114649607,447850,NATGASMINI25JULFUT,NATGASMINI,0,7/28/2025,0,0.1,1,FUT,MCX-FUT,MCX
115328007,450500,NATGASMINI25AUGFUT,NATGASMINI,0,8/26/2025,0,0.1,1,FUT,MCX-FUT,MCX
115876871,452644,NATGASMINI25SEPFUT,NATGASMINI,0,9/25/2025,0,0.1,1,FUT,MCX-FUT,MCX
116938759,456792,NATGASMINI25OCTFUT,NATGASMINI,0,10/28/2025,0,0.1,1,FUT,MCX-FUT,MCX
117285895,458148,NATGASMINI25NOVFUT,NATGASMINI,0,11/24/2025,0,0.1,1,FUT,MCX-FUT,MCX
118530055,463008,NATGASMINI25DECFUT,NATGASMINI,0,12/26/2025,0,0.1,1,FUT,MCX-FUT,MCX
114649351,447849,NATURALGAS25JULFUT,NATURALGAS,0,7/28/2025,0,0.1,1,FUT,MCX-FUT,MCX
115327751,450499,NATURALGAS25AUGFUT,NATURALGAS,0,8/26/2025,0,0.1,1,FUT,MCX-FUT,MCX
115876615,452643,NATURALGAS25SEPFUT,NATURALGAS,0,9/25/2025,0,0.1,1,FUT,MCX-FUT,MCX
116938503,456791,NATURALGAS25OCTFUT,NATURALGAS,0,10/28/2025,0,0.1,1,FUT,MCX-FUT,MCX
117285639,458147,NATURALGAS25NOVFUT,NATURALGAS,0,11/24/2025,0,0.1,1,FUT,MCX-FUT,MCX
118529799,463007,NATURALGAS25DECFUT,NATURALGAS,0,12/26/2025,0,0.1,1,FUT,MCX-FUT,MCX
114728455,448158,NICKEL25JUNFUT,NICKEL,0,6/30/2025,0,0.1,1,FUT,MCX-FUT,MCX
115366407,450650,NICKEL25JULFUT,NICKEL,0,7/31/2025,0,0.1,1,FUT,MCX-FUT,MCX
115929607,452850,NICKEL25AUGFUT,NICKEL,0,8/29/2025,0,0.1,1,FUT,MCX-FUT,MCX
116981255,456958,NICKEL25SEPFUT,NICKEL,0,9/30/2025,0,0.1,1,FUT,MCX-FUT,MCX
117324295,458298,NICKEL25OCTFUT,NICKEL,0,10/31/2025,0,0.1,1,FUT,MCX-FUT,MCX
111764487,436580,SILVER25JULFUT,SILVER,0,7/4/2025,0,1,1,FUT,MCX-FUT,MCX
112508935,439488,SILVER25SEPFUT,SILVER,0,9/5/2025,0,1,1,FUT,MCX-FUT,MCX
113921031,445004,SILVER25DECFUT,SILVER,0,12/5/2025,0,1,1,FUT,MCX-FUT,MCX
115626503,451666,SILVER26MARFUT,SILVER,0,3/5/2026,0,1,1,FUT,MCX-FUT,MCX
117128199,457532,SILVER26MAYFUT,SILVER,0,5/5/2026,0,1,1,FUT,MCX-FUT,MCX
111764743,436581,SILVERM25JUNFUT,SILVERM,0,6/30/2025,0,1,1,FUT,MCX-FUT,MCX
112508679,439487,SILVERM25AUGFUT,SILVERM,0,8/29/2025,0,1,1,FUT,MCX-FUT,MCX
112880135,440938,SILVERM25NOVFUT,SILVERM,0,11/28/2025,0,1,1,FUT,MCX-FUT,MCX
115627271,451669,SILVERM26FEBFUT,SILVERM,0,2/27/2026,0,1,1,FUT,MCX-FUT,MCX
117128455,457533,SILVERM26APRFUT,SILVERM,0,4/30/2026,0,1,1,FUT,MCX-FUT,MCX
112787463,440576,SILVERMIC25JUNFUT,SILVERMIC,0,6/30/2025,0,1,1,FUT,MCX-FUT,MCX
113802759,444542,SILVERMIC25AUGFUT,SILVERMIC,0,8/29/2025,0,1,1,FUT,MCX-FUT,MCX
115368711,450659,SILVERMIC25NOVFUT,SILVERMIC,0,11/28/2025,0,1,1,FUT,MCX-FUT,MCX
117326087,458305,SILVERMIC26FEBFUT,SILVERMIC,0,2/27/2026,0,1,1,FUT,MCX-FUT,MCX
114728711,448159,STEELREBAR25JUNFUT,STEELREBAR,0,6/30/2025,0,10,1,FUT,MCX-FUT,MCX
115366663,450651,STEELREBAR25JULFUT,STEELREBAR,0,7/31/2025,0,10,1,FUT,MCX-FUT,MCX
115928839,452847,STEELREBAR25AUGFUT,STEELREBAR,0,8/29/2025,0,10,1,FUT,MCX-FUT,MCX
116982023,456961,STEELREBAR25SEPFUT,STEELREBAR,0,9/30/2025,0,10,1,FUT,MCX-FUT,MCX
117324551,458299,STEELREBAR25OCTFUT,STEELREBAR,0,10/31/2025,0,10,1,FUT,MCX-FUT,MCX
114729223,448161,ZINC25JUNFUT,ZINC,0,6/30/2025,0,0.05,1,FUT,MCX-FUT,MCX
115366919,450652,ZINC25JULFUT,ZINC,0,7/31/2025,0,0.05,1,FUT,MCX-FUT,MCX
115930119,452852,ZINC25AUGFUT,ZINC,0,8/29/2025,0,0.05,1,FUT,MCX-FUT,MCX
116981511,456959,ZINC25SEPFUT,ZINC,0,9/30/2025,0,0.05,1,FUT,MCX-FUT,MCX
117324807,458300,ZINC25OCTFUT,ZINC,0,10/31/2025,0,0.05,1,FUT,MCX-FUT,MCX
114728967,448160,ZINCMINI25JUNFUT,ZINCMINI,0,6/30/2025,0,0.05,1,FUT,MCX-FUT,MCX
115367175,450653,ZINCMINI25JULFUT,ZINCMINI,0,7/31/2025,0,0.05,1,FUT,MCX-FUT,MCX
115930375,452853,ZINCMINI25AUGFUT,ZINCMINI,0,8/29/2025,0,0.05,1,FUT,MCX-FUT,MCX
116981767,456960,ZINCMINI25SEPFUT,ZINCMINI,0,9/30/2025,0,0.05,1,FUT,MCX-FUT,MCX
117325063,458301,ZINCMINI25OCTFUT,ZINCMINI,0,10/31/2025,0,0.05,1,FUT,MCX-FUT,MCX
13623298,53216,NIFTY25JULFUT,NIFTY,0,7/31/2025,0,0.1,75,FUT,NFO-FUT,NFO
16410370,64103,NIFTY25AUGFUT,NIFTY,0,8/28/2025,0,0.1,75,FUT,NFO-FUT,NFO
13568258,53001,NIFTY25SEPFUT,NIFTY,0,9/25/2025,0,0.1,75,FUT,NFO-FUT,NFO
13622530,53213,BANKNIFTY25JULFUT,BANKNIFTY,0,7/31/2025,0,0.2,35,FUT,NFO-FUT,NFO
16409602,64100,BANKNIFTY25AUGFUT,BANKNIFTY,0,8/28/2025,0,0.2,35,FUT,NFO-FUT,NFO
13566722,52995,BANKNIFTY25SEPFUT,BANKNIFTY,0,9/25/2025,0,0.2,35,FUT,NFO-FUT,NFO
13568770,53003,360ONE25JULFUT,360ONE,0,7/31/2025,0,0.05,500,FUT,NFO-FUT,NFO
13569026,53004,360ONE25AUGFUT,360ONE,0,8/28/2025,0,0.05,500,FUT,NFO-FUT,NFO
13570818,53011,360ONE25SEPFUT,360ONE,0,9/30/2025,0,0.05,500,FUT,NFO-FUT,NFO
13623810,53218,AARTIIND25JULFUT,AARTIIND,0,7/31/2025,0,0.05,1325,FUT,NFO-FUT,NFO
13624066,53219,ABB25JULFUT,ABB,0,7/31/2025,0,0.5,125,FUT,NFO-FUT,NFO
16410882,64105,ABB25AUGFUT,ABB,0,8/28/2025,0,0.5,125,FUT,NFO-FUT,NFO
13571074,53012,ABB25SEPFUT,ABB,0,9/30/2025,0,0.5,125,FUT,NFO-FUT,NFO
13624322,53220,ABCAPITAL25JULFUT,ABCAPITAL,0,7/31/2025,0,0.01,3100,FUT,NFO-FUT,NFO
16411138,64106,ABCAPITAL25AUGFUT,ABCAPITAL,0,8/28/2025,0,0.01,3100,FUT,NFO-FUT,NFO
13571330,53013,ABCAPITAL25SEPFUT,ABCAPITAL,0,9/30/2025,0,0.01,3100,FUT,NFO-FUT,NFO
13624578,53221,ABFRL25JULFUT,ABFRL,0,7/31/2025,0,0.01,2600,FUT,NFO-FUT,NFO
16411394,64107,ABFRL25AUGFUT,ABFRL,0,8/28/2025,0,0.01,2600,FUT,NFO-FUT,NFO
13624834,53222,ACC25JULFUT,ACC,0,7/31/2025,0,0.1,300,FUT,NFO-FUT,NFO
13625090,53223,ADANIENSOL25JULFUT,ADANIENSOL,0,7/31/2025,0,0.05,675,FUT,NFO-FUT,NFO
16411650,64108,ADANIENSOL25AUGFUT,ADANIENSOL,0,8/28/2025,0,0.05,675,FUT,NFO-FUT,NFO
13571586,53014,ADANIENSOL25SEPFUT,ADANIENSOL,0,9/30/2025,0,0.05,675,FUT,NFO-FUT,NFO
13625346,53224,ADANIENT25JULFUT,ADANIENT,0,7/31/2025,0,0.1,300,FUT,NFO-FUT,NFO
16411906,64109,ADANIENT25AUGFUT,ADANIENT,0,8/28/2025,0,0.1,300,FUT,NFO-FUT,NFO
13571842,53015,ADANIENT25SEPFUT,ADANIENT,0,9/30/2025,0,0.1,300,FUT,NFO-FUT,NFO
13625602,53225,ADANIGREEN25JULFUT,ADANIGREEN,0,7/31/2025,0,0.1,600,FUT,NFO-FUT,NFO
16412162,64110,ADANIGREEN25AUGFUT,ADANIGREEN,0,8/28/2025,0,0.1,600,FUT,NFO-FUT,NFO
13572098,53016,ADANIGREEN25SEPFUT,ADANIGREEN,0,9/30/2025,0,0.1,600,FUT,NFO-FUT,NFO
13625858,53226,ADANIPORTS25JULFUT,ADANIPORTS,0,7/31/2025,0,0.1,475,FUT,NFO-FUT,NFO
16412418,64111,ADANIPORTS25AUGFUT,ADANIPORTS,0,8/28/2025,0,0.1,475,FUT,NFO-FUT,NFO
13573122,53020,ADANIPORTS25SEPFUT,ADANIPORTS,0,9/30/2025,0,0.1,475,FUT,NFO-FUT,NFO
13626114,53227,ALKEM25JULFUT,ALKEM,0,7/31/2025,0,0.5,125,FUT,NFO-FUT,NFO
16412674,64112,ALKEM25AUGFUT,ALKEM,0,8/28/2025,0,0.5,125,FUT,NFO-FUT,NFO
13573378,53021,ALKEM25SEPFUT,ALKEM,0,9/30/2025,0,0.5,125,FUT,NFO-FUT,NFO
13574914,53027,AMBER25JULFUT,AMBER,0,7/31/2025,0,0.5,100,FUT,NFO-FUT,NFO
13575170,53028,AMBER25AUGFUT,AMBER,0,8/28/2025,0,0.5,100,FUT,NFO-FUT,NFO
13575938,53031,AMBER25SEPFUT,AMBER,0,9/30/2025,0,0.5,100,FUT,NFO-FUT,NFO
13628162,53235,AMBUJACEM25JULFUT,AMBUJACEM,0,7/31/2025,0,0.05,1050,FUT,NFO-FUT,NFO
16412930,64113,AMBUJACEM25AUGFUT,AMBUJACEM,0,8/28/2025,0,0.05,1050,FUT,NFO-FUT,NFO
13576194,53032,AMBUJACEM25SEPFUT,AMBUJACEM,0,9/30/2025,0,0.05,1050,FUT,NFO-FUT,NFO
13628418,53236,ANGELONE25JULFUT,ANGELONE,0,7/31/2025,0,0.1,250,FUT,NFO-FUT,NFO
16413186,64114,ANGELONE25AUGFUT,ANGELONE,0,8/28/2025,0,0.1,250,FUT,NFO-FUT,NFO
13576450,53033,ANGELONE25SEPFUT,ANGELONE,0,9/30/2025,0,0.1,250,FUT,NFO-FUT,NFO
13629442,53240,APLAPOLLO25JULFUT,APLAPOLLO,0,7/31/2025,0,0.1,350,FUT,NFO-FUT,NFO
16413442,64115,APLAPOLLO25AUGFUT,APLAPOLLO,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
13576706,53034,APLAPOLLO25SEPFUT,APLAPOLLO,0,9/30/2025,0,0.1,350,FUT,NFO-FUT,NFO
13629698,53241,APOLLOHOSP25JULFUT,APOLLOHOSP,0,7/31/2025,0,0.5,125,FUT,NFO-FUT,NFO
16413698,64116,APOLLOHOSP25AUGFUT,APOLLOHOSP,0,8/28/2025,0,0.5,125,FUT,NFO-FUT,NFO
13577218,53036,APOLLOHOSP25SEPFUT,APOLLOHOSP,0,9/30/2025,0,0.5,125,FUT,NFO-FUT,NFO
13630466,53244,ASHOKLEY25JULFUT,ASHOKLEY,0,7/31/2025,0,0.01,2500,FUT,NFO-FUT,NFO
16413954,64117,ASHOKLEY25AUGFUT,ASHOKLEY,0,8/28/2025,0,0.01,2500,FUT,NFO-FUT,NFO
13577474,53037,ASHOKLEY25SEPFUT,ASHOKLEY,0,9/30/2025,0,0.01,2500,FUT,NFO-FUT,NFO
13630722,53245,ASIANPAINT25JULFUT,ASIANPAINT,0,7/31/2025,0,0.1,250,FUT,NFO-FUT,NFO
16414210,64118,ASIANPAINT25AUGFUT,ASIANPAINT,0,8/28/2025,0,0.1,250,FUT,NFO-FUT,NFO
13577986,53039,ASIANPAINT25SEPFUT,ASIANPAINT,0,9/30/2025,0,0.1,250,FUT,NFO-FUT,NFO
13630978,53246,ASTRAL25JULFUT,ASTRAL,0,7/31/2025,0,0.1,425,FUT,NFO-FUT,NFO
16414466,64119,ASTRAL25AUGFUT,ASTRAL,0,8/28/2025,0,0.1,425,FUT,NFO-FUT,NFO
13578242,53040,ASTRAL25SEPFUT,ASTRAL,0,9/30/2025,0,0.1,425,FUT,NFO-FUT,NFO
13631234,53247,ATGL25JULFUT,ATGL,0,7/31/2025,0,0.05,875,FUT,NFO-FUT,NFO
16414722,64120,ATGL25AUGFUT,ATGL,0,8/28/2025,0,0.05,875,FUT,NFO-FUT,NFO
13631490,53248,AUBANK25JULFUT,AUBANK,0,7/31/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16414978,64121,AUBANK25AUGFUT,AUBANK,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
13578498,53041,AUBANK25SEPFUT,AUBANK,0,9/30/2025,0,0.05,1000,FUT,NFO-FUT,NFO
13631746,53249,AUROPHARMA25JULFUT,AUROPHARMA,0,7/31/2025,0,0.1,550,FUT,NFO-FUT,NFO
16436738,64206,AUROPHARMA25AUGFUT,AUROPHARMA,0,8/28/2025,0,0.1,550,FUT,NFO-FUT,NFO
13578754,53042,AUROPHARMA25SEPFUT,AUROPHARMA,0,9/30/2025,0,0.1,550,FUT,NFO-FUT,NFO
13632002,53250,AXISBANK25JULFUT,AXISBANK,0,7/31/2025,0,0.1,625,FUT,NFO-FUT,NFO
16436994,64207,AXISBANK25AUGFUT,AXISBANK,0,8/28/2025,0,0.1,625,FUT,NFO-FUT,NFO
13579010,53043,AXISBANK25SEPFUT,AXISBANK,0,9/30/2025,0,0.1,625,FUT,NFO-FUT,NFO
13632258,53251,BAJAJ-AUTO25JULFUT,BAJAJ-AUTO,0,7/31/2025,0,0.5,75,FUT,NFO-FUT,NFO
16439554,64217,BAJAJ-AUTO25AUGFUT,BAJAJ-AUTO,0,8/28/2025,0,0.5,75,FUT,NFO-FUT,NFO
13579266,53044,BAJAJ-AUTO25SEPFUT,BAJAJ-AUTO,0,9/30/2025,0,0.5,75,FUT,NFO-FUT,NFO
13632514,53252,BAJAJFINSV25JULFUT,BAJAJFINSV,0,7/31/2025,0,0.1,500,FUT,NFO-FUT,NFO
16440066,64219,BAJAJFINSV25AUGFUT,BAJAJFINSV,0,8/28/2025,0,0.1,500,FUT,NFO-FUT,NFO
13579522,53045,BAJAJFINSV25SEPFUT,BAJAJFINSV,0,9/30/2025,0,0.1,500,FUT,NFO-FUT,NFO
13632770,53253,BAJFINANCE25JULFUT,BAJFINANCE,0,7/31/2025,0,0.5,750,FUT,NFO-FUT,NFO
16440322,64220,BAJFINANCE25AUGFUT,BAJFINANCE,0,8/28/2025,0,0.5,750,FUT,NFO-FUT,NFO
13579778,53046,BAJFINANCE25SEPFUT,BAJFINANCE,0,9/30/2025,0,0.5,750,FUT,NFO-FUT,NFO
13633026,53254,BALKRISIND25JULFUT,BALKRISIND,0,7/31/2025,0,0.1,300,FUT,NFO-FUT,NFO
13633282,53255,BANDHANBNK25JULFUT,BANDHANBNK,0,7/31/2025,0,0.01,3600,FUT,NFO-FUT,NFO
16440578,64221,BANDHANBNK25AUGFUT,BANDHANBNK,0,8/28/2025,0,0.01,3600,FUT,NFO-FUT,NFO
13580034,53047,BANDHANBNK25SEPFUT,BANDHANBNK,0,9/30/2025,0,0.01,3600,FUT,NFO-FUT,NFO
13633538,53256,BANKBARODA25JULFUT,BANKBARODA,0,7/31/2025,0,0.01,2925,FUT,NFO-FUT,NFO
16440834,64222,BANKBARODA25AUGFUT,BANKBARODA,0,8/28/2025,0,0.01,2925,FUT,NFO-FUT,NFO
13580290,53048,BANKBARODA25SEPFUT,BANKBARODA,0,9/30/2025,0,0.01,2925,FUT,NFO-FUT,NFO
13633794,53257,BANKINDIA25JULFUT,BANKINDIA,0,7/31/2025,0,0.01,5200,FUT,NFO-FUT,NFO
16441090,64223,BANKINDIA25AUGFUT,BANKINDIA,0,8/28/2025,0,0.01,5200,FUT,NFO-FUT,NFO
13580546,53049,BANKINDIA25SEPFUT,BANKINDIA,0,9/30/2025,0,0.01,5200,FUT,NFO-FUT,NFO
16441602,64225,BDL25JULFUT,BDL,0,7/31/2025,0,0.1,325,FUT,NFO-FUT,NFO
16441858,64226,BDL25AUGFUT,BDL,0,8/28/2025,0,0.1,325,FUT,NFO-FUT,NFO
13580802,53050,BDL25SEPFUT,BDL,0,9/30/2025,0,0.1,325,FUT,NFO-FUT,NFO
13634050,53258,BEL25JULFUT,BEL,0,7/31/2025,0,0.05,2850,FUT,NFO-FUT,NFO
16442114,64227,BEL25AUGFUT,BEL,0,8/28/2025,0,0.05,2850,FUT,NFO-FUT,NFO
13581058,53051,BEL25SEPFUT,BEL,0,9/30/2025,0,0.05,2850,FUT,NFO-FUT,NFO
13634306,53259,BHARATFORG25JULFUT,BHARATFORG,0,7/31/2025,0,0.1,500,FUT,NFO-FUT,NFO
16442370,64228,BHARATFORG25AUGFUT,BHARATFORG,0,8/28/2025,0,0.1,500,FUT,NFO-FUT,NFO
13581314,53052,BHARATFORG25SEPFUT,BHARATFORG,0,9/30/2025,0,0.1,500,FUT,NFO-FUT,NFO
13634562,53260,BHARTIARTL25JULFUT,BHARTIARTL,0,7/31/2025,0,0.1,475,FUT,NFO-FUT,NFO
16442626,64229,BHARTIARTL25AUGFUT,BHARTIARTL,0,8/28/2025,0,0.1,475,FUT,NFO-FUT,NFO
