instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
16484866,64394,CROMPTON25AUGFUT,CROMPTON,0,8/28/2025,0,0.05,1800,FUT,NFO-FUT,NFO
13642498,53291,CUMMINSIND25JULFUT,CUMMINSIND,0,7/31/2025,0,0.1,200,FUT,NFO-FUT,NFO
16485122,64395,CUMMINSIND25AUGFUT,CUMMINSIND,0,8/28/2025,0,0.1,200,FUT,NFO-FUT,NFO
13642754,53292,CYIENT25JULFUT,CYIENT,0,7/31/2025,0,0.1,425,FUT,NFO-FUT,NFO
16485378,64396,CYIENT25AUGFUT,CYIENT,0,8/28/2025,0,0.1,425,FUT,NFO-FUT,NFO
13643010,53293,DABUR25JULFUT,DABUR,0,7/31/2025,0,0.05,1250,FUT,NFO-FUT,NFO
16485634,64397,DABUR25AUGFUT,DABUR,0,8/28/2025,0,0.05,1250,FUT,NFO-FUT,NFO
13643266,53294,DALBHARAT25JULFUT,DALBHARAT,0,7/31/2025,0,0.1,325,FUT,NFO-FUT,NFO
16485890,64398,DALBHARAT25AUGFUT,DALBHARAT,0,8/28/2025,0,0.1,325,FUT,NFO-FUT,NFO
13643522,53295,DELHIVERY25JULFUT,DELHIVERY,0,7/31/2025,0,0.05,2075,FUT,NFO-FUT,NFO
16486146,64399,DELHIVERY25AUGFUT,DELHIVERY,0,8/28/2025,0,0.05,2075,FUT,NFO-FUT,NFO
13643778,53296,DIVISLAB25JULFUT,DIVISLAB,0,7/31/2025,0,0.5,100,FUT,NFO-FUT,NFO
16486402,64400,DIVISLAB25AUGFUT,DIVISLAB,0,8/28/2025,0,0.5,100,FUT,NFO-FUT,NFO
13644034,53297,DIXON25JULFUT,DIXON,0,7/31/2025,0,1,50,FUT,NFO-FUT,NFO
16486658,64401,DIXON25AUGFUT,DIXON,0,8/28/2025,0,1,50,FUT,NFO-FUT,NFO
13644290,53298,DLF25JULFUT,DLF,0,7/31/2025,0,0.05,825,FUT,NFO-FUT,NFO
16486914,64402,DLF25AUGFUT,DLF,0,8/28/2025,0,0.05,825,FUT,NFO-FUT,NFO
13644546,53299,DMART25JULFUT,DMART,0,7/31/2025,0,0.1,150,FUT,NFO-FUT,NFO
16487170,64403,DMART25AUGFUT,DMART,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
13644802,53300,DRREDDY25JULFUT,DRREDDY,0,7/31/2025,0,0.1,625,FUT,NFO-FUT,NFO
16487426,64404,DRREDDY25AUGFUT,DRREDDY,0,8/28/2025,0,0.1,625,FUT,NFO-FUT,NFO
13645058,53301,EICHERMOT25JULFUT,EICHERMOT,0,7/31/2025,0,0.5,175,FUT,NFO-FUT,NFO
16487682,64405,EICHERMOT25AUGFUT,EICHERMOT,0,8/28/2025,0,0.5,175,FUT,NFO-FUT,NFO
13645314,53302,ETERNAL25JULFUT,ETERNAL,0,7/31/2025,0,0.01,2425,FUT,NFO-FUT,NFO
16488194,64407,ETERNAL25AUGFUT,ETERNAL,0,8/28/2025,0,0.01,2425,FUT,NFO-FUT,NFO
13645570,53303,EXIDEIND25JULFUT,EXIDEIND,0,7/31/2025,0,0.05,1800,FUT,NFO-FUT,NFO
16488706,64409,EXIDEIND25AUGFUT,EXIDEIND,0,8/28/2025,0,0.05,1800,FUT,NFO-FUT,NFO
13645826,53304,FEDERALBNK25JULFUT,FEDERALBNK,0,7/31/2025,0,0.01,5000,FUT,NFO-FUT,NFO
16488962,64410,FEDERALBNK25AUGFUT,FEDERALBNK,0,8/28/2025,0,0.01,5000,FUT,NFO-FUT,NFO
13622786,53214,FINNIFTY25JULFUT,FINNIFTY,0,7/31/2025,0,0.1,65,FUT,NFO-FUT,NFO
16409858,64101,FINNIFTY25AUGFUT,FINNIFTY,0,8/28/2025,0,0.1,65,FUT,NFO-FUT,NFO
16489474,64412,FORTIS25JULFUT,FORTIS,0,7/31/2025,0,0.05,775,FUT,NFO-FUT,NFO
16489730,64413,FORTIS25AUGFUT,FORTIS,0,8/28/2025,0,0.05,775,FUT,NFO-FUT,NFO
13646082,53305,GAIL25JULFUT,GAIL,0,7/31/2025,0,0.01,3150,FUT,NFO-FUT,NFO
16489986,64414,GAIL25AUGFUT,GAIL,0,8/28/2025,0,0.01,3150,FUT,NFO-FUT,NFO
13646338,53306,GLENMARK25JULFUT,GLENMARK,0,7/31/2025,0,0.1,375,FUT,NFO-FUT,NFO
16490242,64415,GLENMARK25AUGFUT,GLENMARK,0,8/28/2025,0,0.1,375,FUT,NFO-FUT,NFO
13646594,53307,GMRAIRPORT25JULFUT,GMRAIRPORT,0,7/31/2025,0,0.01,6975,FUT,NFO-FUT,NFO
16490498,64416,GMRAIRPORT25AUGFUT,GMRAIRPORT,0,8/28/2025,0,0.01,6975,FUT,NFO-FUT,NFO
13646850,53308,GODREJCP25JULFUT,GODREJCP,0,7/31/2025,0,0.1,500,FUT,NFO-FUT,NFO
16490754,64417,GODREJCP25AUGFUT,GODREJCP,0,8/28/2025,0,0.1,500,FUT,NFO-FUT,NFO
13647106,53309,GODREJPROP25JULFUT,GODREJPROP,0,7/31/2025,0,0.1,275,FUT,NFO-FUT,NFO
16491010,64418,GODREJPROP25AUGFUT,GODREJPROP,0,8/28/2025,0,0.1,275,FUT,NFO-FUT,NFO
13647362,53310,GRANULES25JULFUT,GRANULES,0,7/31/2025,0,0.05,1075,FUT,NFO-FUT,NFO
16491266,64419,GRANULES25AUGFUT,GRANULES,0,8/28/2025,0,0.05,1075,FUT,NFO-FUT,NFO
13647618,53311,GRASIM25JULFUT,GRASIM,0,7/31/2025,0,0.1,250,FUT,NFO-FUT,NFO
16491522,64420,GRASIM25AUGFUT,GRASIM,0,8/28/2025,0,0.1,250,FUT,NFO-FUT,NFO
13647874,53312,HAL25JULFUT,HAL,0,7/31/2025,0,0.1,150,FUT,NFO-FUT,NFO
16491778,64421,HAL25AUGFUT,HAL,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
13648130,53313,HAVELLS25JULFUT,HAVELLS,0,7/31/2025,0,0.1,500,FUT,NFO-FUT,NFO
16492034,64422,HAVELLS25AUGFUT,HAVELLS,0,8/28/2025,0,0.1,500,FUT,NFO-FUT,NFO
13648386,53314,HCLTECH25JULFUT,HCLTECH,0,7/31/2025,0,0.1,350,FUT,NFO-FUT,NFO
16492290,64423,HCLTECH25AUGFUT,HCLTECH,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
13648642,53315,HDFCAMC25JULFUT,HDFCAMC,0,7/31/2025,0,0.1,150,FUT,NFO-FUT,NFO
16492546,64424,HDFCAMC25AUGFUT,HDFCAMC,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
13648898,53316,HDFCBANK25JULFUT,HDFCBANK,0,7/31/2025,0,0.1,550,FUT,NFO-FUT,NFO
16492802,64425,HDFCBANK25AUGFUT,HDFCBANK,0,8/28/2025,0,0.1,550,FUT,NFO-FUT,NFO
13649154,53317,HDFCLIFE25JULFUT,HDFCLIFE,0,7/31/2025,0,0.05,1100,FUT,NFO-FUT,NFO
16493058,64426,HDFCLIFE25AUGFUT,HDFCLIFE,0,8/28/2025,0,0.05,1100,FUT,NFO-FUT,NFO
13649410,53318,HEROMOTOCO25JULFUT,HEROMOTOCO,0,7/31/2025,0,0.1,150,FUT,NFO-FUT,NFO
16493314,64427,HEROMOTOCO25AUGFUT,HEROMOTOCO,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
13649666,53319,HFCL25JULFUT,HFCL,0,7/31/2025,0,0.01,6450,FUT,NFO-FUT,NFO
16493570,64428,HFCL25AUGFUT,HFCL,0,8/28/2025,0,0.01,6450,FUT,NFO-FUT,NFO
13650178,53321,HINDALCO25JULFUT,HINDALCO,0,7/31/2025,0,0.05,1400,FUT,NFO-FUT,NFO
16493826,64429,HINDALCO25AUGFUT,HINDALCO,0,8/28/2025,0,0.05,1400,FUT,NFO-FUT,NFO
13650434,53322,HINDCOPPER25JULFUT,HINDCOPPER,0,7/31/2025,0,0.01,2650,FUT,NFO-FUT,NFO
13650690,53323,HINDPETRO25JULFUT,HINDPETRO,0,7/31/2025,0,0.05,2025,FUT,NFO-FUT,NFO
16494082,64430,HINDPETRO25AUGFUT,HINDPETRO,0,8/28/2025,0,0.05,2025,FUT,NFO-FUT,NFO
13650946,53324,HINDUNILVR25JULFUT,HINDUNILVR,0,7/31/2025,0,0.1,300,FUT,NFO-FUT,NFO
16494338,64431,HINDUNILVR25AUGFUT,HINDUNILVR,0,8/28/2025,0,0.1,300,FUT,NFO-FUT,NFO
13651202,53325,HINDZINC25JULFUT,HINDZINC,0,7/31/2025,0,0.05,1225,FUT,NFO-FUT,NFO
16494594,64432,HINDZINC25AUGFUT,HINDZINC,0,8/28/2025,0,0.05,1225,FUT,NFO-FUT,NFO
13651458,53326,HUDCO25JULFUT,HUDCO,0,7/31/2025,0,0.01,2775,FUT,NFO-FUT,NFO
16494850,64433,HUDCO25AUGFUT,HUDCO,0,8/28/2025,0,0.01,2775,FUT,NFO-FUT,NFO
13651714,53327,ICICIBANK25JULFUT,ICICIBANK,0,7/31/2025,0,0.1,700,FUT,NFO-FUT,NFO
16495106,64434,ICICIBANK25AUGFUT,ICICIBANK,0,8/28/2025,0,0.1,700,FUT,NFO-FUT,NFO
13651970,53328,ICICIGI25JULFUT,ICICIGI,0,7/31/2025,0,0.1,325,FUT,NFO-FUT,NFO
16495362,64435,ICICIGI25AUGFUT,ICICIGI,0,8/28/2025,0,0.1,325,FUT,NFO-FUT,NFO
13652226,53329,ICICIPRULI25JULFUT,ICICIPRULI,0,7/31/2025,0,0.05,925,FUT,NFO-FUT,NFO
16495618,64436,ICICIPRULI25AUGFUT,ICICIPRULI,0,8/28/2025,0,0.05,925,FUT,NFO-FUT,NFO
13652482,53330,IDEA25JULFUT,IDEA,0,7/31/2025,0,0.01,71475,FUT,NFO-FUT,NFO
16495874,64437,IDEA25AUGFUT,IDEA,0,8/28/2025,0,0.01,71475,FUT,NFO-FUT,NFO
13653506,53334,IDFCFIRSTB25JULFUT,IDFCFIRSTB,0,7/31/2025,0,0.01,9275,FUT,NFO-FUT,NFO
16496130,64438,IDFCFIRSTB25AUGFUT,IDFCFIRSTB,0,8/28/2025,0,0.01,9275,FUT,NFO-FUT,NFO
13653762,53335,IEX25JULFUT,IEX,0,7/31/2025,0,0.01,3750,FUT,NFO-FUT,NFO
16496386,64439,IEX25AUGFUT,IEX,0,8/28/2025,0,0.01,3750,FUT,NFO-FUT,NFO
13654018,53336,IGL25JULFUT,IGL,0,7/31/2025,0,0.01,2750,FUT,NFO-FUT,NFO
16496642,64440,IGL25AUGFUT,IGL,0,8/28/2025,0,0.01,2750,FUT,NFO-FUT,NFO
13654274,53337,IIFL25JULFUT,IIFL,0,7/31/2025,0,0.05,1650,FUT,NFO-FUT,NFO
16496898,64441,IIFL25AUGFUT,IIFL,0,8/28/2025,0,0.05,1650,FUT,NFO-FUT,NFO
13654530,53338,INDHOTEL25JULFUT,INDHOTEL,0,7/31/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16497154,64442,INDHOTEL25AUGFUT,INDHOTEL,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
13654786,53339,INDIANB25JULFUT,INDIANB,0,7/31/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16497410,64443,INDIANB25AUGFUT,INDIANB,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
13655042,53340,INDIGO25JULFUT,INDIGO,0,7/31/2025,0,0.5,150,FUT,NFO-FUT,NFO
16499458,64451,INDIGO25AUGFUT,INDIGO,0,8/28/2025,0,0.5,150,FUT,NFO-FUT,NFO
13655298,53341,INDUSINDBK25JULFUT,INDUSINDBK,0,7/31/2025,0,0.05,700,FUT,NFO-FUT,NFO
16499714,64452,INDUSINDBK25AUGFUT,INDUSINDBK,0,8/28/2025,0,0.05,700,FUT,NFO-FUT,NFO
13655554,53342,INDUSTOWER25JULFUT,INDUSTOWER,0,7/31/2025,0,0.05,1700,FUT,NFO-FUT,NFO
16499970,64453,INDUSTOWER25AUGFUT,INDUSTOWER,0,8/28/2025,0,0.05,1700,FUT,NFO-FUT,NFO
13655810,53343,INFY25JULFUT,INFY,0,7/31/2025,0,0.1,400,FUT,NFO-FUT,NFO
16500226,64454,INFY25AUGFUT,INFY,0,8/28/2025,0,0.1,400,FUT,NFO-FUT,NFO
13656066,53344,INOXWIND25JULFUT,INOXWIND,0,7/31/2025,0,0.01,3225,FUT,NFO-FUT,NFO
16500738,64456,INOXWIND25AUGFUT,INOXWIND,0,8/28/2025,0,0.01,3225,FUT,NFO-FUT,NFO
13656322,53345,IOC25JULFUT,IOC,0,7/31/2025,0,0.01,4875,FUT,NFO-FUT,NFO
16500994,64457,IOC25AUGFUT,IOC,0,8/28/2025,0,0.01,4875,FUT,NFO-FUT,NFO
13656578,53346,IRB25JULFUT,IRB,0,7/31/2025,0,0.01,11675,FUT,NFO-FUT,NFO
16524034,64547,IRB25AUGFUT,IRB,0,8/28/2025,0,0.01,11675,FUT,NFO-FUT,NFO
13656834,53347,IRCTC25JULFUT,IRCTC,0,7/31/2025,0,0.05,875,FUT,NFO-FUT,NFO
16524290,64548,IRCTC25AUGFUT,IRCTC,0,8/28/2025,0,0.05,875,FUT,NFO-FUT,NFO
13657090,53348,IREDA25JULFUT,IREDA,0,7/31/2025,0,0.01,3450,FUT,NFO-FUT,NFO
16540930,64613,IREDA25AUGFUT,IREDA,0,8/28/2025,0,0.01,3450,FUT,NFO-FUT,NFO
13657858,53351,IRFC25JULFUT,IRFC,0,7/31/2025,0,0.01,4250,FUT,NFO-FUT,NFO
16541186,64614,IRFC25AUGFUT,IRFC,0,8/28/2025,0,0.01,4250,FUT,NFO-FUT,NFO
13658114,53352,ITC25JULFUT,ITC,0,7/31/2025,0,0.05,1600,FUT,NFO-FUT,NFO
16541442,64615,ITC25AUGFUT,ITC,0,8/28/2025,0,0.05,1600,FUT,NFO-FUT,NFO
13658370,53353,JINDALSTEL25JULFUT,JINDALSTEL,0,7/31/2025,0,0.05,625,FUT,NFO-FUT,NFO
16541698,64616,JINDALSTEL25AUGFUT,JINDALSTEL,0,8/28/2025,0,0.05,625,FUT,NFO-FUT,NFO
13658626,53354,JIOFIN25JULFUT,JIOFIN,0,7/31/2025,0,0.05,2350,FUT,NFO-FUT,NFO
16541954,64617,JIOFIN25AUGFUT,JIOFIN,0,8/28/2025,0,0.05,2350,FUT,NFO-FUT,NFO
13658882,53355,JSL25JULFUT,JSL,0,7/31/2025,0,0.05,850,FUT,NFO-FUT,NFO
16542210,64618,JSL25AUGFUT,JSL,0,8/28/2025,0,0.05,850,FUT,NFO-FUT,NFO
