instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
16483842,64390,COALINDIA25AUGFUT,COALINDIA,0,8/28/2025,0,0.05,1350,FUT,NFO-FUT,NFO
16484098,64391,COFORGE25AUGFUT,COFORGE,0,8/28/2025,0,0.5,375,FUT,NFO-FUT,NFO
16484354,64392,COLPAL25AUGFUT,COLPAL,0,8/28/2025,0,0.1,225,FUT,NFO-FUT,NFO
16484610,64393,CONCOR25AUGFUT,CONCOR,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16484866,64394,CROMPTON25AUGFUT,CROMPTON,0,8/28/2025,0,0.05,1800,FUT,NFO-FUT,NFO
16485122,64395,CUMMINSIND25AUGFUT,CUMMINSIND,0,8/28/2025,0,0.1,200,FUT,NFO-FUT,NFO
16485378,64396,CYIENT25AUGFUT,CYIENT,0,8/28/2025,0,0.1,425,FUT,NFO-FUT,NFO
16485634,64397,DABUR25AUGFUT,DABUR,0,8/28/2025,0,0.05,1250,FUT,NFO-FUT,NFO
16485890,64398,DALBHARAT25AUGFUT,DALBHARAT,0,8/28/2025,0,0.1,325,FUT,NFO-FUT,NFO
16486146,64399,DELHIVERY25AUGFUT,DELHIVERY,0,8/28/2025,0,0.05,2075,FUT,NFO-FUT,NFO
16486402,64400,DIVISLAB25AUGFUT,DIVISLAB,0,8/28/2025,0,0.5,100,FUT,NFO-FUT,NFO
16486658,64401,DIXON25AUGFUT,DIXON,0,8/28/2025,0,1,50,FUT,NFO-FUT,NFO
16486914,64402,DLF25AUGFUT,DLF,0,8/28/2025,0,0.05,825,FUT,NFO-FUT,NFO
16487170,64403,DMART25AUGFUT,DMART,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
16487426,64404,DRREDDY25AUGFUT,DRREDDY,0,8/28/2025,0,0.1,625,FUT,NFO-FUT,NFO
16487682,64405,EICHERMOT25AUGFUT,EICHERMOT,0,8/28/2025,0,0.5,175,FUT,NFO-FUT,NFO
16488194,64407,ETERNAL25AUGFUT,ETERNAL,0,8/28/2025,0,0.01,2425,FUT,NFO-FUT,NFO
16488706,64409,EXIDEIND25AUGFUT,EXIDEIND,0,8/28/2025,0,0.05,1800,FUT,NFO-FUT,NFO
16488962,64410,FEDERALBNK25AUGFUT,FEDERALBNK,0,8/28/2025,0,0.01,5000,FUT,NFO-FUT,NFO
16409858,64101,FINNIFTY25AUGFUT,FINNIFTY,0,8/28/2025,0,0.1,65,FUT,NFO-FUT,NFO
16489730,64413,FORTIS25AUGFUT,FORTIS,0,8/28/2025,0,0.05,775,FUT,NFO-FUT,NFO
16489986,64414,GAIL25AUGFUT,GAIL,0,8/28/2025,0,0.01,3150,FUT,NFO-FUT,NFO
16490242,64415,GLENMARK25AUGFUT,GLENMARK,0,8/28/2025,0,0.1,375,FUT,NFO-FUT,NFO
16490498,64416,GMRAIRPORT25AUGFUT,GMRAIRPORT,0,8/28/2025,0,0.01,6975,FUT,NFO-FUT,NFO
16490754,64417,GODREJCP25AUGFUT,GODREJCP,0,8/28/2025,0,0.1,500,FUT,NFO-FUT,NFO
16491010,64418,GODREJPROP25AUGFUT,GODREJPROP,0,8/28/2025,0,0.1,275,FUT,NFO-FUT,NFO
16491266,64419,GRANULES25AUGFUT,GRANULES,0,8/28/2025,0,0.05,1075,FUT,NFO-FUT,NFO
16491522,64420,GRASIM25AUGFUT,GRASIM,0,8/28/2025,0,0.1,250,FUT,NFO-FUT,NFO
16491778,64421,HAL25AUGFUT,HAL,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
16492034,64422,HAVELLS25AUGFUT,HAVELLS,0,8/28/2025,0,0.1,500,FUT,NFO-FUT,NFO
16492290,64423,HCLTECH25AUGFUT,HCLTECH,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
16492546,64424,HDFCAMC25AUGFUT,HDFCAMC,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
16492802,64425,HDFCBANK25AUGFUT,HDFCBANK,0,8/28/2025,0,0.1,550,FUT,NFO-FUT,NFO
16493058,64426,HDFCLIFE25AUGFUT,HDFCLIFE,0,8/28/2025,0,0.05,1100,FUT,NFO-FUT,NFO
16493314,64427,HEROMOTOCO25AUGFUT,HEROMOTOCO,0,8/28/2025,0,0.1,150,FUT,NFO-FUT,NFO
16493570,64428,HFCL25AUGFUT,HFCL,0,8/28/2025,0,0.01,6450,FUT,NFO-FUT,NFO
16493826,64429,HINDALCO25AUGFUT,HINDALCO,0,8/28/2025,0,0.05,1400,FUT,NFO-FUT,NFO
16494082,64430,HINDPETRO25AUGFUT,HINDPETRO,0,8/28/2025,0,0.05,2025,FUT,NFO-FUT,NFO
16494338,64431,HINDUNILVR25AUGFUT,HINDUNILVR,0,8/28/2025,0,0.1,300,FUT,NFO-FUT,NFO
16494594,64432,HINDZINC25AUGFUT,HINDZINC,0,8/28/2025,0,0.05,1225,FUT,NFO-FUT,NFO
16494850,64433,HUDCO25AUGFUT,HUDCO,0,8/28/2025,0,0.01,2775,FUT,NFO-FUT,NFO
16495106,64434,ICICIBANK25AUGFUT,ICICIBANK,0,8/28/2025,0,0.1,700,FUT,NFO-FUT,NFO
16495362,64435,ICICIGI25AUGFUT,ICICIGI,0,8/28/2025,0,0.1,325,FUT,NFO-FUT,NFO
16495618,64436,ICICIPRULI25AUGFUT,ICICIPRULI,0,8/28/2025,0,0.05,925,FUT,NFO-FUT,NFO
16495874,64437,IDEA25AUGFUT,IDEA,0,8/28/2025,0,0.01,71475,FUT,NFO-FUT,NFO
16496130,64438,IDFCFIRSTB25AUGFUT,IDFCFIRSTB,0,8/28/2025,0,0.01,9275,FUT,NFO-FUT,NFO
16496386,64439,IEX25AUGFUT,IEX,0,8/28/2025,0,0.01,3750,FUT,NFO-FUT,NFO
16496642,64440,IGL25AUGFUT,IGL,0,8/28/2025,0,0.01,2750,FUT,NFO-FUT,NFO
16496898,64441,IIFL25AUGFUT,IIFL,0,8/28/2025,0,0.05,1650,FUT,NFO-FUT,NFO
16497154,64442,INDHOTEL25AUGFUT,INDHOTEL,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16497410,64443,INDIANB25AUGFUT,INDIANB,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16499458,64451,INDIGO25AUGFUT,INDIGO,0,8/28/2025,0,0.5,150,FUT,NFO-FUT,NFO
16499714,64452,INDUSINDBK25AUGFUT,INDUSINDBK,0,8/28/2025,0,0.05,700,FUT,NFO-FUT,NFO
16499970,64453,INDUSTOWER25AUGFUT,INDUSTOWER,0,8/28/2025,0,0.05,1700,FUT,NFO-FUT,NFO
16500226,64454,INFY25AUGFUT,INFY,0,8/28/2025,0,0.1,400,FUT,NFO-FUT,NFO
16500738,64456,INOXWIND25AUGFUT,INOXWIND,0,8/28/2025,0,0.01,3225,FUT,NFO-FUT,NFO
16500994,64457,IOC25AUGFUT,IOC,0,8/28/2025,0,0.01,4875,FUT,NFO-FUT,NFO
16524034,64547,IRB25AUGFUT,IRB,0,8/28/2025,0,0.01,11675,FUT,NFO-FUT,NFO
16524290,64548,IRCTC25AUGFUT,IRCTC,0,8/28/2025,0,0.05,875,FUT,NFO-FUT,NFO
16540930,64613,IREDA25AUGFUT,IREDA,0,8/28/2025,0,0.01,3450,FUT,NFO-FUT,NFO
16541186,64614,IRFC25AUGFUT,IRFC,0,8/28/2025,0,0.01,4250,FUT,NFO-FUT,NFO
16541442,64615,ITC25AUGFUT,ITC,0,8/28/2025,0,0.05,1600,FUT,NFO-FUT,NFO
16541698,64616,JINDALSTEL25AUGFUT,JINDALSTEL,0,8/28/2025,0,0.05,625,FUT,NFO-FUT,NFO
16541954,64617,JIOFIN25AUGFUT,JIOFIN,0,8/28/2025,0,0.05,2350,FUT,NFO-FUT,NFO
16542210,64618,JSL25AUGFUT,JSL,0,8/28/2025,0,0.05,850,FUT,NFO-FUT,NFO
16542466,64619,JSWENERGY25AUGFUT,JSWENERGY,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16542722,64620,JSWSTEEL25AUGFUT,JSWSTEEL,0,8/28/2025,0,0.05,675,FUT,NFO-FUT,NFO
16542978,64621,JUBLFOOD25AUGFUT,JUBLFOOD,0,8/28/2025,0,0.05,1250,FUT,NFO-FUT,NFO
16543234,64622,KALYANKJIL25AUGFUT,KALYANKJIL,0,8/28/2025,0,0.05,1175,FUT,NFO-FUT,NFO
16544002,64625,KAYNES25AUGFUT,KAYNES,0,8/28/2025,0,0.5,100,FUT,NFO-FUT,NFO
16544258,64626,KEI25AUGFUT,KEI,0,8/28/2025,0,0.1,175,FUT,NFO-FUT,NFO
13641474,53287,KFINTECH25AUGFUT,KFINTECH,0,8/28/2025,0,0.1,450,FUT,NFO-FUT,NFO
16544514,64627,KOTAKBANK25AUGFUT,KOTAKBANK,0,8/28/2025,0,0.1,400,FUT,NFO-FUT,NFO
16544770,64628,KPITTECH25AUGFUT,KPITTECH,0,8/28/2025,0,0.1,400,FUT,NFO-FUT,NFO
16545026,64629,LAURUSLABS25AUGFUT,LAURUSLABS,0,8/28/2025,0,0.05,1700,FUT,NFO-FUT,NFO
16545282,64630,LICHSGFIN25AUGFUT,LICHSGFIN,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16545538,64631,LICI25AUGFUT,LICI,0,8/28/2025,0,0.05,700,FUT,NFO-FUT,NFO
16545794,64632,LODHA25AUGFUT,LODHA,0,8/28/2025,0,0.1,450,FUT,NFO-FUT,NFO
16546050,64633,LT25AUGFUT,LT,0,8/28/2025,0,0.1,175,FUT,NFO-FUT,NFO
16546306,64634,LTF25AUGFUT,LTF,0,8/28/2025,0,0.01,4462,FUT,NFO-FUT,NFO
16546562,64635,LTIM25AUGFUT,LTIM,0,8/28/2025,0,0.5,150,FUT,NFO-FUT,NFO
16546818,64636,LUPIN25AUGFUT,LUPIN,0,8/28/2025,0,0.1,425,FUT,NFO-FUT,NFO
16547074,64637,M&M25AUGFUT,M&M,0,8/28/2025,0,0.1,200,FUT,NFO-FUT,NFO
16613634,64897,MANAPPURAM25AUGFUT,MANAPPURAM,0,8/28/2025,0,0.01,3000,FUT,NFO-FUT,NFO
16614914,64902,MANKIND25AUGFUT,MANKIND,0,8/28/2025,0,0.1,225,FUT,NFO-FUT,NFO
16615170,64903,MARICO25AUGFUT,MARICO,0,8/28/2025,0,0.05,1200,FUT,NFO-FUT,NFO
16615426,64904,MARUTI25AUGFUT,MARUTI,0,8/28/2025,0,1,50,FUT,NFO-FUT,NFO
16615682,64905,MAXHEALTH25AUGFUT,MAXHEALTH,0,8/28/2025,0,0.1,525,FUT,NFO-FUT,NFO
16616450,64908,MAZDOCK25AUGFUT,MAZDOCK,0,8/28/2025,0,0.1,175,FUT,NFO-FUT,NFO
16624130,64938,MCX25AUGFUT,MCX,0,8/28/2025,0,0.5,125,FUT,NFO-FUT,NFO
16624386,64939,MFSL25AUGFUT,MFSL,0,8/28/2025,0,0.1,800,FUT,NFO-FUT,NFO
16410114,64102,MIDCPNIFTY25AUGFUT,MIDCPNIFTY,0,8/28/2025,0,0.05,140,FUT,NFO-FUT,NFO
16625154,64942,MOTHERSON25AUGFUT,MOTHERSON,0,8/28/2025,0,0.01,4100,FUT,NFO-FUT,NFO
16625410,64943,MPHASIS25AUGFUT,MPHASIS,0,8/28/2025,0,0.1,275,FUT,NFO-FUT,NFO
16625666,64944,MUTHOOTFIN25AUGFUT,MUTHOOTFIN,0,8/28/2025,0,0.1,275,FUT,NFO-FUT,NFO
16626946,64949,NATIONALUM25AUGFUT,NATIONALUM,0,8/28/2025,0,0.01,3750,FUT,NFO-FUT,NFO
16627202,64950,NAUKRI25AUGFUT,NAUKRI,0,8/28/2025,0,0.1,375,FUT,NFO-FUT,NFO
16627458,64951,NBCC25AUGFUT,NBCC,0,8/28/2025,0,0.01,6500,FUT,NFO-FUT,NFO
16627714,64952,NCC25AUGFUT,NCC,0,8/28/2025,0,0.01,2700,FUT,NFO-FUT,NFO
16627970,64953,NESTLEIND25AUGFUT,NESTLEIND,0,8/28/2025,0,0.1,250,FUT,NFO-FUT,NFO
16628226,64954,NHPC25AUGFUT,NHPC,0,8/28/2025,0,0.01,6400,FUT,NFO-FUT,NFO
16410626,64104,NIFTYNXT5025AUGFUT,NIFTYNXT50,0,8/28/2025,0,0.2,25,FUT,NFO-FUT,NFO
16629506,64959,NMDC25AUGFUT,NMDC,0,8/28/2025,0,0.01,13500,FUT,NFO-FUT,NFO
16630274,64962,NTPC25AUGFUT,NTPC,0,8/28/2025,0,0.05,1500,FUT,NFO-FUT,NFO
16630530,64963,NYKAA25AUGFUT,NYKAA,0,8/28/2025,0,0.01,3125,FUT,NFO-FUT,NFO
16630786,64964,OBEROIRLTY25AUGFUT,OBEROIRLTY,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
16631042,64965,OFSS25AUGFUT,OFSS,0,8/28/2025,0,0.5,75,FUT,NFO-FUT,NFO
16631810,64968,OIL25AUGFUT,OIL,0,8/28/2025,0,0.05,1400,FUT,NFO-FUT,NFO
16632066,64969,ONGC25AUGFUT,ONGC,0,8/28/2025,0,0.01,2250,FUT,NFO-FUT,NFO
16632322,64970,PAGEIND25AUGFUT,PAGEIND,0,8/28/2025,0,5,15,FUT,NFO-FUT,NFO
16632578,64971,PATANJALI25AUGFUT,PATANJALI,0,8/28/2025,0,0.1,300,FUT,NFO-FUT,NFO
16632834,64972,PAYTM25AUGFUT,PAYTM,0,8/28/2025,0,0.05,725,FUT,NFO-FUT,NFO
16633090,64973,PERSISTENT25AUGFUT,PERSISTENT,0,8/28/2025,0,0.5,100,FUT,NFO-FUT,NFO
16633346,64974,PETRONET25AUGFUT,PETRONET,0,8/28/2025,0,0.05,1800,FUT,NFO-FUT,NFO
16633602,64975,PFC25AUGFUT,PFC,0,8/28/2025,0,0.05,1300,FUT,NFO-FUT,NFO
13763586,53764,PGEL25AUGFUT,PGEL,0,8/28/2025,0,0.05,700,FUT,NFO-FUT,NFO
16633858,64976,PHOENIXLTD25AUGFUT,PHOENIXLTD,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
16634114,64977,PIDILITIND25AUGFUT,PIDILITIND,0,8/28/2025,0,0.1,250,FUT,NFO-FUT,NFO
16634370,64978,PIIND25AUGFUT,PIIND,0,8/28/2025,0,0.1,175,FUT,NFO-FUT,NFO
16634626,64979,PNB25AUGFUT,PNB,0,8/28/2025,0,0.01,8000,FUT,NFO-FUT,NFO
16635138,64981,PNBHOUSING25AUGFUT,PNBHOUSING,0,8/28/2025,0,0.1,650,FUT,NFO-FUT,NFO
16635394,64982,POLICYBZR25AUGFUT,POLICYBZR,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
16635906,64984,POLYCAB25AUGFUT,POLYCAB,0,8/28/2025,0,0.5,125,FUT,NFO-FUT,NFO
16636162,64985,POONAWALLA25AUGFUT,POONAWALLA,0,8/28/2025,0,0.05,1700,FUT,NFO-FUT,NFO
16636418,64986,POWERGRID25AUGFUT,POWERGRID,0,8/28/2025,0,0.05,1900,FUT,NFO-FUT,NFO
16637186,64989,PPLPHARMA25AUGFUT,PPLPHARMA,0,8/28/2025,0,0.01,2500,FUT,NFO-FUT,NFO
16637442,64990,PRESTIGE25AUGFUT,PRESTIGE,0,8/28/2025,0,0.1,450,FUT,NFO-FUT,NFO
16637698,64991,RBLBANK25AUGFUT,RBLBANK,0,8/28/2025,0,0.01,3175,FUT,NFO-FUT,NFO
16638466,64994,RECLTD25AUGFUT,RECLTD,0,8/28/2025,0,0.05,1275,FUT,NFO-FUT,NFO
16638722,64995,RELIANCE25AUGFUT,RELIANCE,0,8/28/2025,0,0.1,500,FUT,NFO-FUT,NFO
16639490,64998,RVNL25AUGFUT,RVNL,0,8/28/2025,0,0.05,1375,FUT,NFO-FUT,NFO
16639746,64999,SAIL25AUGFUT,SAIL,0,8/28/2025,0,0.01,4700,FUT,NFO-FUT,NFO
16648706,65034,SBICARD25AUGFUT,SBICARD,0,8/28/2025,0,0.05,800,FUT,NFO-FUT,NFO
16648962,65035,SBILIFE25AUGFUT,SBILIFE,0,8/28/2025,0,0.1,375,FUT,NFO-FUT,NFO
16649218,65036,SBIN25AUGFUT,SBIN,0,8/28/2025,0,0.05,750,FUT,NFO-FUT,NFO
16649474,65037,SHREECEM25AUGFUT,SHREECEM,0,8/28/2025,0,5,25,FUT,NFO-FUT,NFO
16671746,65124,SHRIRAMFIN25AUGFUT,SHRIRAMFIN,0,8/28/2025,0,0.05,825,FUT,NFO-FUT,NFO
16672002,65125,SIEMENS25AUGFUT,SIEMENS,0,8/28/2025,0,0.1,125,FUT,NFO-FUT,NFO
16685058,65176,SJVN25AUGFUT,SJVN,0,8/28/2025,0,0.01,5875,FUT,NFO-FUT,NFO
16685314,65177,SOLARINDS25AUGFUT,SOLARINDS,0,8/28/2025,0,1,75,FUT,NFO-FUT,NFO
16690178,65196,SONACOMS25AUGFUT,SONACOMS,0,8/28/2025,0,0.05,1050,FUT,NFO-FUT,NFO
16690434,65197,SRF25AUGFUT,SRF,0,8/28/2025,0,0.1,200,FUT,NFO-FUT,NFO
16690690,65198,SUNPHARMA25AUGFUT,SUNPHARMA,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
16691970,65203,SUPREMEIND25AUGFUT,SUPREMEIND,0,8/28/2025,0,0.1,175,FUT,NFO-FUT,NFO
16692738,65206,SYNGENE25AUGFUT,SYNGENE,0,8/28/2025,0,0.05,1000,FUT,NFO-FUT,NFO
16692994,65207,TATACHEM25AUGFUT,TATACHEM,0,8/28/2025,0,0.05,650,FUT,NFO-FUT,NFO
16693250,65208,TATACONSUM25AUGFUT,TATACONSUM,0,8/28/2025,0,0.1,550,FUT,NFO-FUT,NFO
16694274,65212,TATAELXSI25AUGFUT,TATAELXSI,0,8/28/2025,0,0.5,100,FUT,NFO-FUT,NFO
16694530,65213,TATAMOTORS25AUGFUT,TATAMOTORS,0,8/28/2025,0,0.05,800,FUT,NFO-FUT,NFO
16695554,65217,TATAPOWER25AUGFUT,TATAPOWER,0,8/28/2025,0,0.05,1450,FUT,NFO-FUT,NFO
16695810,65218,TATASTEEL25AUGFUT,TATASTEEL,0,8/28/2025,0,0.01,5500,FUT,NFO-FUT,NFO
16696578,65221,TATATECH25AUGFUT,TATATECH,0,8/28/2025,0,0.05,800,FUT,NFO-FUT,NFO
16696834,65222,TCS25AUGFUT,TCS,0,8/28/2025,0,0.1,175,FUT,NFO-FUT,NFO
16697090,65223,TECHM25AUGFUT,TECHM,0,8/28/2025,0,0.1,600,FUT,NFO-FUT,NFO
16697346,65224,TIINDIA25AUGFUT,TIINDIA,0,8/28/2025,0,0.1,200,FUT,NFO-FUT,NFO
16697602,65225,TITAGARH25AUGFUT,TITAGARH,0,8/28/2025,0,0.05,725,FUT,NFO-FUT,NFO
16697858,65226,TITAN25AUGFUT,TITAN,0,8/28/2025,0,0.1,175,FUT,NFO-FUT,NFO
16698114,65227,TORNTPHARM25AUGFUT,TORNTPHARM,0,8/28/2025,0,0.1,250,FUT,NFO-FUT,NFO
16698370,65228,TORNTPOWER25AUGFUT,TORNTPOWER,0,8/28/2025,0,0.1,375,FUT,NFO-FUT,NFO
16699138,65231,TRENT25AUGFUT,TRENT,0,8/28/2025,0,0.5,100,FUT,NFO-FUT,NFO
16699394,65232,TVSMOTOR25AUGFUT,TVSMOTOR,0,8/28/2025,0,0.1,350,FUT,NFO-FUT,NFO
16699650,65233,ULTRACEMCO25AUGFUT,ULTRACEMCO,0,8/28/2025,0,1,50,FUT,NFO-FUT,NFO
16699906,65234,UNIONBANK25AUGFUT,UNIONBANK,0,8/28/2025,0,0.01,4425,FUT,NFO-FUT,NFO
16700162,65235,UNITDSPR25AUGFUT,UNITDSPR,0,8/28/2025,0,0.1,400,FUT,NFO-FUT,NFO
16701954,65242,UNOMINDA25AUGFUT,UNOMINDA,0,8/28/2025,0,0.1,550,FUT,NFO-FUT,NFO
16702210,65243,UPL25AUGFUT,UPL,0,8/28/2025,0,0.05,1355,FUT,NFO-FUT,NFO
16702466,65244,VBL25AUGFUT,VBL,0,8/28/2025,0,0.05,1025,FUT,NFO-FUT,NFO
16702722,65245,VEDL25AUGFUT,VEDL,0,8/28/2025,0,0.05,1150,FUT,NFO-FUT,NFO
16703490,65248,VOLTAS25AUGFUT,VOLTAS,0,8/28/2025,0,0.1,375,FUT,NFO-FUT,NFO
16703746,65249,WIPRO25AUGFUT,WIPRO,0,8/28/2025,0,0.01,3000,FUT,NFO-FUT,NFO
16704002,65250,YESBANK25AUGFUT,YESBANK,0,8/28/2025,0,0.01,31100,FUT,NFO-FUT,NFO
16704258,65251,ZYDUSLIFE25AUGFUT,ZYDUSLIFE,0,8/28/2025,0,0.05,900,FUT,NFO-FUT,NFO
